company,category,item,fiscal_year,amount
신성통상,⑥ 감가상각비,"감가상각비,판관비",2024,42556000000
신성통상,⑥ 감가상각비,"감가상각비,판관비",2025,44435000000
신성통상,⑥ 감가상각비,"무형자산상각비,판관비",2024,2262000000
신성통상,⑥ 감가상각비,"무형자산상각비,판관비",2025,2429000000
신성통상,⑦ 물류/운반비,"운반비,판관비",2024,19564000000
신성통상,⑦ 물류/운반비,"운반비,판관비",2025,19018000000
신성통상,⑦ 물류/운반비,"포장비,판관비",2024,6140000000
신성통상,⑦ 물류/운반비,"포장비,판관비",2025,4938000000
신성통상,⑨ 기타판관비,"견본품비,판관비",2024,793000000
신성통상,⑨ 기타판관비,"견본품비,판관비",2025,1047000000
신성통상,⑨ 기타판관비,"경상개발비,판관비",2024,1712000000
신성통상,⑨ 기타판관비,"경상개발비,판관비",2025,1451000000
신성통상,⑨ 기타판관비,대손상각비,2024,480000000
신성통상,⑨ 기타판관비,대손상각비,2025,520000000
신성통상,⑨ 기타판관비,"보험료,판관비",2024,1550000000
신성통상,⑨ 기타판관비,"보험료,판관비",2025,1415000000
신성통상,⑨ 기타판관비,"세금과공과,판관비",2024,4835000000
신성통상,⑨ 기타판관비,"세금과공과,판관비",2025,5266000000
신성통상,⑨ 기타판관비,"소모품비,판관비",2024,1803000000
신성통상,⑨ 기타판관비,"소모품비,판관비",2025,1767000000
신성통상,⑨ 기타판관비,"수선비,판관비",2024,371000000
신성통상,⑨ 기타판관비,"수선비,판관비",2025,2075000000
신성통상,⑨ 기타판관비,"잡손실,판관비",2024,35000000
신성통상,⑨ 기타판관비,"잡손실,판관비",2025,38000000
신성통상,⑨ 기타판관비,"접대비,판관비",2024,776000000
신성통상,⑨ 기타판관비,"접대비,판관비",2025,881000000
신성통상,부채총계,부채총계,2024,678031000000
신성통상,부채총계,부채총계,2025,652373000000
신성통상,사용권자산,사용권자산,2024,111298000000
신성통상,사용권자산,사용권자산,2025,101505000000
신성통상,순운전자본+,기타유동금융자산,2024,181915000000
신성통상,순운전자본+,기타유동금융자산,2025,182884000000
신성통상,순운전자본+,매출채권,2024,111824000000
신성통상,순운전자본+,매출채권,2025,90220143844
신성통상,순운전자본+,현금및현금성자산,2024,60706056134
신성통상,순운전자본+,현금및현금성자산,2025,80115941983
신성통상,순운전자본-,기타유동금융부채,2024,1402891335
신성통상,순운전자본-,기타유동금융부채,2025,1776241848
신성통상,순운전자본-,단기차입금,2024,124593000000
신성통상,순운전자본-,단기차입금,2025,127059000000
신성통상,순운전자본-,매입채무,2024,96171284142
신성통상,순운전자본-,매입채무,2025,94521862186
신성통상,순운전자본-,유동성사채,2024,52938636415
신성통상,순운전자본-,유동성사채,2025,13992348120
신성통상,순운전자본-,유동성장기차입금,2024,11000000000
신성통상,순운전자본-,유동성장기차입금,2025,46213981508
신성통상,영업활동현금흐름,영업활동으로인한현금흐름,2024,179419000000
신성통상,영업활동현금흐름,영업활동으로인한현금흐름,2025,112583000000
신성통상,이익잉여금,이익잉여금,2024,346291000000
신성통상,이익잉여금,이익잉여금,2025,405319000000
신성통상,자본총계,자본총계,2024,484612000000
신성통상,자본총계,자본총계,2025,547022000000
신성통상,자산총계,자산총계,2024,1162640000000
신성통상,자산총계,자산총계,2025,1199390000000
신성통상,재고자산,재고자산,2024,326345000000
신성통상,재고자산,재고자산,2025,359451000000
신성통상,재무활동현금흐름,재무활동으로인한현금흐름,2024,-16357834486
신성통상,재무활동현금흐름,재무활동으로인한현금흐름,2025,-42427446111
신성통상,투자활동현금흐름,투자활동으로인한현금흐름,2024,-236943000000
신성통상,투자활동현금흐름,투자활동으로인한현금흐름,2025,-51342080743
신성통상,현금의 증감,현금및현금성자산의증가,2024,-74341951367
신성통상,현금의 증감,현금및현금성자산의증가,2025,19409885649
신세계인터내셔날,Ⅰ. 매출액,수익,2024,1073588325694
신세계인터내셔날,Ⅰ. 매출액,수익,2025,1109969262713
신세계인터내셔날,Ⅱ. 매출원가,매출원가,2024,401080601033
신세계인터내셔날,Ⅱ. 매출원가,매출원가,2025,439071744527
신세계인터내셔날,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2024,672507724661
신세계인터내셔날,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2025,670897518186
신세계인터내셔날,Ⅳ. 판매비와 관리비,판매비와관리비,2024,665266623218
신세계인터내셔날,Ⅳ. 판매비와 관리비,판매비와관리비,2025,682394299149
신세계인터내셔날,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,7241101443
신세계인터내셔날,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,-11496780963
신세계인터내셔날,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,32675918483
신세계인터내셔날,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,4119597354
신세계인터내셔날,① 인건비,"급여,판관비",2024,95893447000
신세계인터내셔날,① 인건비,"급여,판관비",2025,98949224000
신세계인터내셔날,① 인건비,"퇴직급여,판관비",2024,13823944000
신세계인터내셔날,① 인건비,"퇴직급여,판관비",2025,10715398000
신세계인터내셔날,② 복리후생비,"교육훈련비,판관비",2024,1551043000
신세계인터내셔날,② 복리후생비,"교육훈련비,판관비",2025,1097223000
신세계인터내셔날,② 복리후생비,"도서인쇄비,판관비",2024,269046000
신세계인터내셔날,② 복리후생비,"도서인쇄비,판관비",2025,241260000
신세계인터내셔날,② 복리후생비,"복리후생비,판관비",2024,18561362000
신세계인터내셔날,② 복리후생비,"복리후생비,판관비",2025,19581026000
신세계인터내셔날,② 복리후생비,"여비교통비,판관비",2024,3815399000
신세계인터내셔날,② 복리후생비,"여비교통비,판관비",2025,3385104000
신세계인터내셔날,② 복리후생비,"회의비,판관비",2024,1709683000
신세계인터내셔날,② 복리후생비,"회의비,판관비",2025,1464493000
신세계인터내셔날,③ 지급/용역수수료,"지급수수료,판관비",2024,381380656000
신세계인터내셔날,③ 지급/용역수수료,"지급수수료,판관비",2025,386542248000
신세계인터내셔날,④ 광고선전비,"광고선전비,판관비",2024,38338877000
신세계인터내셔날,④ 광고선전비,"광고선전비,판관비",2025,47021574000
신세계인터내셔날,④ 광고선전비,"판매촉진비,판관비",2024,19309441000
신세계인터내셔날,④ 광고선전비,"판매촉진비,판관비",2025,17857713000
신세계인터내셔날,⑤ 임차/관리비,"임차료,판관비",2024,2232807000
신세계인터내셔날,⑤ 임차/관리비,"임차료,판관비",2025,2351048000
신세계인터내셔날,⑥ 감가상각비,"감가상각비,판관비",2024,34280389000
신세계인터내셔날,⑥ 감가상각비,"감가상각비,판관비",2025,38330910000
신세계인터내셔날,⑥ 감가상각비,"무형자산상각비,판관비",2024,10977745000
신세계인터내셔날,⑥ 감가상각비,"무형자산상각비,판관비",2025,12050020000
신세계인터내셔날,⑦ 물류/운반비,"운반비,판관비",2024,10912587000
신세계인터내셔날,⑦ 물류/운반비,"운반비,판관비",2025,9566862000
신세계인터내셔날,⑦ 물류/운반비,"포장비,판관비",2024,9107043000
신세계인터내셔날,⑦ 물류/운반비,"포장비,판관비",2025,10220514000
신세계인터내셔날,⑨ 기타판관비,"경상개발비,판관비",2024,3546669000
신세계인터내셔날,⑨ 기타판관비,"경상개발비,판관비",2025,3663975000
신세계인터내셔날,⑨ 기타판관비,기타판매비와관리비,2024,264674000
신세계인터내셔날,⑨ 기타판관비,기타판매비와관리비,2025,274771000
신세계인터내셔날,⑨ 기타판관비,대손상각비,2024,6278000
신세계인터내셔날,⑨ 기타판관비,대손상각비,2025,-168771000
신세계인터내셔날,⑨ 기타판관비,"보험료,판관비",2024,1081123000
신세계인터내셔날,⑨ 기타판관비,"보험료,판관비",2025,1080838000
신세계인터내셔날,⑨ 기타판관비,"세금과공과,판관비",2024,2880885000
신세계인터내셔날,⑨ 기타판관비,"세금과공과,판관비",2025,3161312000
신세계인터내셔날,⑨ 기타판관비,"소모품비,판관비",2024,2387640000
신세계인터내셔날,⑨ 기타판관비,"소모품비,판관비",2025,2864706000
신세계인터내셔날,⑨ 기타판관비,"수도광열비,판관비",2024,1784801000
신세계인터내셔날,⑨ 기타판관비,"수도광열비,판관비",2025,1792278000
신세계인터내셔날,⑨ 기타판관비,"수선비,판관비",2024,2073685000
신세계인터내셔날,⑨ 기타판관비,"수선비,판관비",2025,2026277000
신세계인터내셔날,⑨ 기타판관비,장치장식비,2024,6601362000
신세계인터내셔날,⑨ 기타판관비,장치장식비,2025,5695454000
신세계인터내셔날,⑨ 기타판관비,"접대비,판관비",2024,287940000
신세계인터내셔날,⑨ 기타판관비,"접대비,판관비",2025,281872000
신세계인터내셔날,⑨ 기타판관비,"차량유지비,판관비",2024,767638000
신세계인터내셔날,⑨ 기타판관비,"차량유지비,판관비",2025,769042000
신세계인터내셔날,⑨ 기타판관비,"통신비,판관비",2024,675893000
신세계인터내셔날,⑨ 기타판관비,"통신비,판관비",2025,695377000
신세계인터내셔날,⑨ 기타판관비,"행사비,판관비",2024,744566000
신세계인터내셔날,⑨ 기타판관비,"행사비,판관비",2025,882551000
신세계인터내셔날,리스부채,리스부채,2024,111158591600
신세계인터내셔날,리스부채,리스부채,2025,97554551054
신세계인터내셔날,부채총계,부채총계,2024,486609000000
신세계인터내셔날,부채총계,부채총계,2025,592690000000
신세계인터내셔날,사용권자산,사용권자산,2024,109487000000
신세계인터내셔날,사용권자산,사용권자산,2025,109249000000
신세계인터내셔날,순운전자본+,단기금융상품,2024,0
신세계인터내셔날,순운전자본+,단기금융상품,2025,800000000
신세계인터내셔날,순운전자본+,당기손익-공정가치측정금융자산,2024,42656226582
신세계인터내셔날,순운전자본+,당기손익-공정가치측정금융자산,2025,49478781463
신세계인터내셔날,순운전자본+,매출채권및기타채권,2024,142623000000
신세계인터내셔날,순운전자본+,매출채권및기타채권,2025,140823000000
신세계인터내셔날,순운전자본+,현금및현금성자산,2024,37916391985
신세계인터내셔날,순운전자본+,현금및현금성자산,2025,38638365593
신세계인터내셔날,순운전자본-,단기차입금,2024,75832971319
신세계인터내셔날,순운전자본-,단기차입금,2025,139408000000
신세계인터내셔날,순운전자본-,매입채무및기타채무,2024,90844841115
신세계인터내셔날,순운전자본-,매입채무및기타채무,2025,100472000000
신세계인터내셔날,순운전자본-,유동성장기부채,2024,112711000000
신세계인터내셔날,순운전자본-,유동성장기부채,2025,40000000000
신세계인터내셔날,영업활동현금흐름,영업활동현금흐름,2024,25997310996
신세계인터내셔날,영업활동현금흐름,영업활동현금흐름,2025,29603466551
신세계인터내셔날,이익잉여금,이익잉여금,2024,700614000000
신세계인터내셔날,이익잉여금,이익잉여금,2025,686116000000
신세계인터내셔날,자본총계,자본총계,2024,846514000000
신세계인터내셔날,자본총계,자본총계,2025,840488000000
신세계인터내셔날,자산총계,자산총계,2024,1333120000000
신세계인터내셔날,자산총계,자산총계,2025,1433180000000
신세계인터내셔날,재고자산,재고자산,2024,322172000000
신세계인터내셔날,재고자산,재고자산,2025,297001000000
신세계인터내셔날,재무활동현금흐름,재무활동으로인한현금흐름,2024,-48678061608
신세계인터내셔날,재무활동현금흐름,재무활동으로인한현금흐름,2025,43714396466
신세계인터내셔날,투자활동현금흐름,투자활동현금흐름,2024,-94172180074
신세계인터내셔날,투자활동현금흐름,투자활동현금흐름,2025,-73875596125
신세계인터내셔날,현금의 증감,현금및현금성자산의증가,2024,-116853000000
신세계인터내셔날,현금의 증감,현금및현금성자산의증가,2025,-557733108
신원,Ⅰ. 매출액,수익,2024,939537000000
신원,Ⅰ. 매출액,수익,2025,1092250000000
신원,Ⅱ. 매출원가,매출원가,2024,699569000000
신원,Ⅱ. 매출원가,매출원가,2025,842939000000
신원,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2024,239968000000
신원,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2025,249315000000
신원,Ⅳ. 판매비와 관리비,판매비와관리비,2024,214490000000
신원,Ⅳ. 판매비와 관리비,판매비와관리비,2025,229928000000
신원,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,25317728223
신원,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,18778913228
신원,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,5648419882
신원,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,-1631250295
신원,① 인건비,"급여,판관비",2024,67387280000
신원,① 인건비,"급여,판관비",2025,71448653000
신원,① 인건비,"퇴직급여,판관비",2024,4834559000
신원,① 인건비,"퇴직급여,판관비",2025,5272879000
신원,② 복리후생비,"교육훈련비,판관비",2024,887976000
신원,② 복리후생비,"교육훈련비,판관비",2025,678525000
신원,② 복리후생비,"도서인쇄비,판관비",2024,125635000
신원,② 복리후생비,"도서인쇄비,판관비",2025,131877000
신원,② 복리후생비,"복리후생비,판관비",2024,4061432000
신원,② 복리후생비,"복리후생비,판관비",2025,4488317000
신원,② 복리후생비,"여비교통비,판관비",2024,3211302000
신원,② 복리후생비,"여비교통비,판관비",2025,3308120000
신원,② 복리후생비,"차량유지비,판관비",2024,440833000
신원,② 복리후생비,"차량유지비,판관비",2025,328281000
신원,③ 지급/용역수수료,"수출손실비,판관비",2024,946481000
신원,③ 지급/용역수수료,"수출손실비,판관비",2025,1660413000
신원,③ 지급/용역수수료,"수출제비용,판관비",2024,15821629000
신원,③ 지급/용역수수료,"수출제비용,판관비",2025,20193823000
신원,③ 지급/용역수수료,"지급수수료,판관비",2024,9231492000
신원,③ 지급/용역수수료,"지급수수료,판관비",2025,10188178000
신원,③ 지급/용역수수료,"판매수수료,판관비",2024,64835063000
신원,③ 지급/용역수수료,"판매수수료,판관비",2025,65224349000
신원,④ 광고선전비,"광고선전비,판관비",2024,4437268000
신원,④ 광고선전비,"광고선전비,판관비",2025,3618408000
신원,④ 광고선전비,"판매촉진비,판관비",2024,1131566000
신원,④ 광고선전비,"판매촉진비,판관비",2025,775715000
신원,④ 광고선전비,"행사비,판관비",2024,168391000
신원,④ 광고선전비,"행사비,판관비",2025,164093000
신원,⑤ 임차/관리비,"건물관리비,판관비",2024,3984197000
신원,⑤ 임차/관리비,"건물관리비,판관비",2025,4298778000
신원,⑤ 임차/관리비,"수도광열비,판관비",2024,723289000
신원,⑤ 임차/관리비,"수도광열비,판관비",2025,719428000
신원,⑤ 임차/관리비,"임차료,판관비",2024,693243000
신원,⑤ 임차/관리비,"임차료,판관비",2025,1263202000
신원,⑤ 임차/관리비,"통신비,판관비",2024,511654000
신원,⑤ 임차/관리비,"통신비,판관비",2025,557695000
신원,⑥ 감가상각비,"감가상각비,판관비",2024,6543509000
신원,⑥ 감가상각비,"감가상각비,판관비",2025,7427893000
신원,⑥ 감가상각비,"무형자산상각비,판관비",2024,701433000
신원,⑥ 감가상각비,"무형자산상각비,판관비",2025,648745000
신원,⑦ 물류/운반비,"운반비,판관비",2024,9477060000
신원,⑦ 물류/운반비,"운반비,판관비",2025,11079793000
신원,⑦ 물류/운반비,"포장비,판관비",2024,1112670000
신원,⑦ 물류/운반비,"포장비,판관비",2025,1135172000
신원,⑨ 기타판관비,"견본품비,판관비",2024,2767433000
신원,⑨ 기타판관비,"견본품비,판관비",2025,3621234000
신원,⑨ 기타판관비,"경상개발비,판관비",2024,108679000
신원,⑨ 기타판관비,"경상개발비,판관비",2025,73651000
신원,⑨ 기타판관비,기타판매비와관리비,2024,159942000
신원,⑨ 기타판관비,기타판매비와관리비,2025,327891000
신원,⑨ 기타판관비,"보험료,판관비",2024,844118000
신원,⑨ 기타판관비,"보험료,판관비",2025,819074000
신원,⑨ 기타판관비,"세금과공과,판관비",2024,4097270000
신원,⑨ 기타판관비,"세금과공과,판관비",2025,5134764000
신원,⑨ 기타판관비,"소모품비,판관비",2024,2532970000
신원,⑨ 기타판관비,"소모품비,판관비",2025,2817894000
신원,⑨ 기타판관비,"수선비,판관비",2024,827829000
신원,⑨ 기타판관비,"수선비,판관비",2025,715347000
신원,⑨ 기타판관비,"접대비,판관비",2024,1591212000
신원,⑨ 기타판관비,"접대비,판관비",2025,1659680000
신원,⑨ 기타판관비,"조사분석비,판관비",2024,292503000
신원,⑨ 기타판관비,"조사분석비,판관비",2025,146162000
신원,부채총계,부채총계,2024,402124000000
신원,부채총계,부채총계,2025,414516000000
신원,순운전자본+,기타유동금융자산,2024,78000000
신원,순운전자본+,기타유동금융자산,2025,5704205
신원,순운전자본+,단기금융상품,2024,7262887000
신원,순운전자본+,단기금융상품,2025,7892642000
신원,순운전자본+,매출채권및기타유동채권,2024,79149939985
신원,순운전자본+,매출채권및기타유동채권,2025,100835000000
신원,순운전자본+,현금및현금성자산,2024,37315901747
신원,순운전자본+,현금및현금성자산,2025,24980660282
신원,순운전자본-,금융기관장기차입금,2024,13850000000
신원,순운전자본-,금융기관장기차입금,2025,85200000000
신원,순운전자본-,기타유동금융부채,2024,17898635810
신원,순운전자본-,기타유동금융부채,2025,13025260960
신원,순운전자본-,단기사채,2024,15974902867
신원,순운전자본-,단기사채,2025,33487802116
신원,순운전자본-,매입채무및기타유동채무,2024,91051887397
신원,순운전자본-,매입채무및기타유동채무,2025,68801416166
신원,순운전자본-,유동금융기관차입금,2024,57103714998
신원,순운전자본-,유동금융기관차입금,2025,94790789193
신원,순운전자본-,유동성사채,2024,62955243985
신원,순운전자본-,유동성사채,2025,3883330473
신원,영업활동현금흐름,영업활동현금흐름,2024,34340975738
신원,영업활동현금흐름,영업활동현금흐름,2025,-18553198456
신원,이익잉여금,이익잉여금,2024,130029000000
신원,이익잉여금,이익잉여금,2025,118335000000
신원,자본총계,자본총계,2024,226778000000
신원,자본총계,자본총계,2025,228051000000
신원,자산총계,자산총계,2024,628902000000
신원,자산총계,자산총계,2025,642567000000
신원,재고자산,유동재고자산,2024,228556000000
신원,재고자산,유동재고자산,2025,236191000000
신원,재무활동현금흐름,재무활동현금흐름,2024,16845586175
신원,재무활동현금흐름,재무활동현금흐름,2025,25338256762
신원,투자활동현금흐름,투자활동현금흐름,2024,-40986423901
신원,투자활동현금흐름,투자활동현금흐름,2025,-24891222455
신원,현금의 증감,환율변동효과반영전현금및현금성자산의순증가,2024,10200138012
신원,현금의 증감,환율변동효과반영전현금및현금성자산의순증가,2025,-18106164149
씨앤씨인터내셔널,Ⅰ. 매출액,매출액,2023,220327417089
씨앤씨인터내셔널,Ⅰ. 매출액,매출액,2024,282883855707
씨앤씨인터내셔널,Ⅰ. 매출액,매출액,2025,288477800460
씨앤씨인터내셔널,Ⅱ. 매출원가,매출원가,2023,171744885452
씨앤씨인터내셔널,Ⅱ. 매출원가,매출원가,2024,236986540507
씨앤씨인터내셔널,Ⅱ. 매출원가,매출원가,2025,246613447631
씨앤씨인터내셔널,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2023,48582531637
씨앤씨인터내셔널,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2024,45897315200
씨앤씨인터내셔널,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2025,41864352829
씨앤씨인터내셔널,Ⅳ. 판매비와 관리비,판매비와관리비,2023,16492535667
씨앤씨인터내셔널,Ⅳ. 판매비와 관리비,판매비와관리비,2024,16934329602
씨앤씨인터내셔널,Ⅳ. 판매비와 관리비,판매비와관리비,2025,19693603173
씨앤씨인터내셔널,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2023,32089995970
씨앤씨인터내셔널,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,28962985598
씨앤씨인터내셔널,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,22170749656
씨앤씨인터내셔널,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2023,31413709186
씨앤씨인터내셔널,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,32443841008
씨앤씨인터내셔널,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,14286675994
씨앤씨인터내셔널,① 인건비,"급여,판관비",2024,9307460000
씨앤씨인터내셔널,① 인건비,"급여,판관비",2025,9972302000
씨앤씨인터내셔널,① 인건비,"퇴직급여,판관비",2024,981589000
씨앤씨인터내셔널,① 인건비,"퇴직급여,판관비",2025,1245684000
씨앤씨인터내셔널,② 복리후생비,"복리후생비,판관비",2024,1309203000
씨앤씨인터내셔널,② 복리후생비,"복리후생비,판관비",2025,1406319000
씨앤씨인터내셔널,② 복리후생비,"여비교통비,판관비",2024,473850000
씨앤씨인터내셔널,② 복리후생비,"여비교통비,판관비",2025,429825000
씨앤씨인터내셔널,③ 지급/용역수수료,"지급수수료,판관비",2024,1164995000
씨앤씨인터내셔널,③ 지급/용역수수료,"지급수수료,판관비",2025,2184889000
씨앤씨인터내셔널,④ 광고선전비,"광고선전비,판관비",2024,384746000
씨앤씨인터내셔널,④ 광고선전비,"광고선전비,판관비",2025,316151000
씨앤씨인터내셔널,⑤ 임차/관리비,"임차료,판관비",2024,30507000
씨앤씨인터내셔널,⑤ 임차/관리비,"임차료,판관비",2025,68121000
씨앤씨인터내셔널,⑥ 감가상각비,"감가상각비,판관비",2024,796836000
씨앤씨인터내셔널,⑥ 감가상각비,"감가상각비,판관비",2025,611280000
씨앤씨인터내셔널,⑥ 감가상각비,"무형자산상각비,판관비",2024,88316000
씨앤씨인터내셔널,⑥ 감가상각비,"무형자산상각비,판관비",2025,76496000
씨앤씨인터내셔널,⑦ 물류/운반비,"운반비,판관비",2024,696112000
씨앤씨인터내셔널,⑦ 물류/운반비,"운반비,판관비",2025,1405385000
씨앤씨인터내셔널,⑨ 기타판관비,기타판매비와관리비,2024,581167000
씨앤씨인터내셔널,⑨ 기타판관비,기타판매비와관리비,2025,853700000
씨앤씨인터내셔널,⑨ 기타판관비,대손상각비,2024,38533000
씨앤씨인터내셔널,⑨ 기타판관비,대손상각비,2025,-5659000
씨앤씨인터내셔널,⑨ 기타판관비,"보험료,판관비",2024,84087000
씨앤씨인터내셔널,⑨ 기타판관비,"보험료,판관비",2025,39104000
씨앤씨인터내셔널,⑨ 기타판관비,"세금과공과,판관비",2024,499163000
씨앤씨인터내셔널,⑨ 기타판관비,"세금과공과,판관비",2025,524286000
씨앤씨인터내셔널,⑨ 기타판관비,"소모품비,판관비",2024,108676000
씨앤씨인터내셔널,⑨ 기타판관비,"소모품비,판관비",2025,106980000
씨앤씨인터내셔널,⑨ 기타판관비,"전력비,판관비",2024,25158000
씨앤씨인터내셔널,⑨ 기타판관비,"전력비,판관비",2025,37368000
씨앤씨인터내셔널,⑨ 기타판관비,"접대비,판관비",2024,363932000
씨앤씨인터내셔널,⑨ 기타판관비,"접대비,판관비",2025,421372000
씨앤씨인터내셔널,리스부채,리스부채,2023,3082960105
씨앤씨인터내셔널,리스부채,리스부채,2024,3544578760
씨앤씨인터내셔널,리스부채,리스부채,2025,1901049323
씨앤씨인터내셔널,부채총계,부채총계,2023,83389082142
씨앤씨인터내셔널,부채총계,부채총계,2024,89285477962
씨앤씨인터내셔널,부채총계,부채총계,2025,83410729235
씨앤씨인터내셔널,사용권자산,사용권자산,2023,3382563527
씨앤씨인터내셔널,사용권자산,사용권자산,2024,3807300921
씨앤씨인터내셔널,사용권자산,사용권자산,2025,2146409170
씨앤씨인터내셔널,순운전자본+,단기금융상품,2023,19516328769
씨앤씨인터내셔널,순운전자본+,단기금융상품,2024,19444602741
씨앤씨인터내셔널,순운전자본+,단기금융상품,2025,25000000000
씨앤씨인터내셔널,순운전자본+,당기손익-공정가치측정금융자산,2023,1292577081
씨앤씨인터내셔널,순운전자본+,당기손익-공정가치측정금융자산,2024,3156218688
씨앤씨인터내셔널,순운전자본+,당기손익-공정가치측정금융자산,2025,760036032
씨앤씨인터내셔널,순운전자본+,매출채권,2023,36265415968
씨앤씨인터내셔널,순운전자본+,매출채권,2024,29204255719
씨앤씨인터내셔널,순운전자본+,매출채권,2025,39273461405
씨앤씨인터내셔널,순운전자본+,현금및현금성자산,2023,68354433378
씨앤씨인터내셔널,순운전자본+,현금및현금성자산,2024,67920653065
씨앤씨인터내셔널,순운전자본+,현금및현금성자산,2025,164641270468
씨앤씨인터내셔널,영업활동현금흐름,영업활동으로인한현금흐름,2023,22848846121
씨앤씨인터내셔널,영업활동현금흐름,영업활동으로인한현금흐름,2024,44203449755
씨앤씨인터내셔널,영업활동현금흐름,영업활동으로인한현금흐름,2025,26727430669
씨앤씨인터내셔널,이익잉여금,이익잉여금,2023,78687522840
씨앤씨인터내셔널,이익잉여금,이익잉여금,2024,111131363848
씨앤씨인터내셔널,이익잉여금,이익잉여금,2025,115420935842
씨앤씨인터내셔널,자본총계,자본총계,2023,172587237085
씨앤씨인터내셔널,자본총계,자본총계,2024,205795073562
씨앤씨인터내셔널,자본총계,자본총계,2025,354424638722
씨앤씨인터내셔널,자산총계,자산총계,2023,255976319227
씨앤씨인터내셔널,자산총계,자산총계,2024,295080551524
씨앤씨인터내셔널,자산총계,자산총계,2025,437835367957
씨앤씨인터내셔널,재고자산,재고자산,2023,26536727857
씨앤씨인터내셔널,재고자산,재고자산,2024,34037271302
씨앤씨인터내셔널,재고자산,재고자산,2025,29113736457
씨앤씨인터내셔널,재무활동현금흐름,재무활동으로인한현금흐름,2023,28106852642
씨앤씨인터내셔널,재무활동현금흐름,재무활동으로인한현금흐름,2024,4599587186
씨앤씨인터내셔널,재무활동현금흐름,재무활동으로인한현금흐름,2025,123684036146
씨앤씨인터내셔널,투자활동현금흐름,투자활동으로인한현금흐름,2023,-37745532817
씨앤씨인터내셔널,투자활동현금흐름,투자활동으로인한현금흐름,2024,-49883935897
씨앤씨인터내셔널,투자활동현금흐름,투자활동으로인한현금흐름,2025,-54191429459
씨앤씨인터내셔널,현금의 증감,현금및현금성자산의순증감,2023,13210165946
씨앤씨인터내셔널,현금의 증감,현금및현금성자산의순증감,2024,-1080898956
씨앤씨인터내셔널,현금의 증감,현금및현금성자산의순증감,2025,96220037356
아웃백스테이크,Ⅰ. 매출액,매출액,2024,430563000000
아웃백스테이크,Ⅰ. 매출액,매출액,2025,454405000000
아웃백스테이크,Ⅱ. 매출원가,매출원가,2024,135577000000
아웃백스테이크,Ⅱ. 매출원가,매출원가,2025,149789000000
아웃백스테이크,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2024,294986000000
아웃백스테이크,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2025,304615000000
아웃백스테이크,Ⅳ. 판매비와 관리비,판매비와관리비,2024,240396000000
아웃백스테이크,Ⅳ. 판매비와 관리비,판매비와관리비,2025,252456000000
아웃백스테이크,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,54589732166
아웃백스테이크,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,52158950508
아웃백스테이크,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,42381747119
아웃백스테이크,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,41490405717
아웃백스테이크,① 인건비,인건비,2024,95391741000
아웃백스테이크,① 인건비,인건비,2025,101700000000
아웃백스테이크,① 인건비,퇴직급여,2024,6589428000
아웃백스테이크,① 인건비,퇴직급여,2025,7231055000
아웃백스테이크,② 복리후생비,교육훈련비,2024,271683000
아웃백스테이크,② 복리후생비,교육훈련비,2025,256073000
아웃백스테이크,② 복리후생비,도서인쇄비,2024,280057000
아웃백스테이크,② 복리후생비,도서인쇄비,2025,362490000
아웃백스테이크,② 복리후생비,복리후생비,2024,14136348000
아웃백스테이크,② 복리후생비,복리후생비,2025,15534394000
아웃백스테이크,② 복리후생비,여비교통비,2024,237555000
